cell_height,light_count,lamp_count,light_device,lamp_type,light_power,time,days,marker
,2,1,НПБ 03-60-003,светодиодная,60,2,365,
,2,2,LED-T18,светодиодная,18,7,365,
,1,2,ЛСП 2*36,светодиодная,36,7,365,
,2,2,ЛСП 2*36,светодиодная,36,7,365,
,1,2,LED-T18,светодиодная,18,7,365,
,1,2,ЛСП 2*36,светодиодная,36,4,365,
,1,2,ЛСП 2*36,светодиодная,36,4,247,
,1,2,LED-T18,светодиодная,18,7,247,
,1,2,ЛСП 2*36,светодиодная,36,7,247,
,2,2,ЛСП 2*36,светодиодная,36,7,247,
,1,2,LED-T18,светодиодная,18,8,247,
,1,2,ЛСП 2*36,светодиодная,36,7,365,
,3,2,OPL/S 236,светодиодная,36,4,365,
,4,2,LED-T18,светодиодная,18,7,365,
,1,1,СПБ 2Д,светодиодная,20,14,365,
,6,2,ЛСП 2*18,светодиодная,36,14,365,
,1,2,LED-T18,светодиодная,18,1,247,
,1,2,LED-T18,светодиодная,18,7,247,
,1,2,OPL/S 236,светодиодная,36,7,247,
,1,2,LED-T18,светодиодная,18,1,247,
,1,2,ЛСП 2*36,светодиодная,36,7,365,
,2,2,ЛСП 2*18,светодиодная,36,7,247,
,2,2,ЛСП 2*36,светодиодная,36,7,365,
,5,2,LED-T18,светодиодная,18,10,365,
,2,2,ЛСП 2*36,светодиодная,36,10,365,
,8,2,LED-T18,светодиодная,18,14,365,
,4,2,LED-T18,светодиодная,18,14,365,
,2,2,ЛСП 2*36,светодиодная,36,14,365,
,3,2,LED-T18,светодиодная,18,7,365,
,1,2,ЛСП 2*36,светодиодная,36,7,365,
,1,2,LED-T18,светодиодная,18,2,247,
,1,2,ЛСП 2*36,светодиодная,36,2,247,
,1,2,ЛСП 2*36,светодиодная,36,2,247,
,1,2,ЛПО 01-2*36-012,светодиодная,36,14,365,
,2,2,LED-T18,светодиодная,18,14,365,
,1,2,LED-T18,светодиодная,18,14,365,
,1,2,ЛПО 01-2*36-012,светодиодная,36,14,365,
,2,2,ЛПО 01-2*36-012,светодиодная,36,14,365,
,1,2,LED-T18,светодиодная,18,14,365,
,1,2,ЛПО 01-2*36-012,светодиодная,36,14,365,
,2,2,LED-T18,светодиодная,18,14,365,
,2,2,ЛПО 01-2*36-012,светодиодная,36,14,365,
,2,2,ЛПО 01-2*36-012,светодиодная,36,14,365,
,2,2,ЛПО 01-2*36-012,светодиодная,36,14,365,
,1,2,LED-T18,светодиодная,18,14,365,
,1,2,ЛПО 01-2*36-012,светодиодная,36,14,365,
,1,2,ЛПО 01-2*36-012,светодиодная,36,14,365,
,1,2,ЛПО 01-2*36-012,светодиодная,36,14,365,
,2,2,ЛПО 01-2*36-012,светодиодная,36,14,365,
,2,2,ЛПО 01-2*36-012,светодиодная,36,14,365,
,2,2,ЛПО 01-2*36-012,светодиодная,36,14,365,
,2,2,ЛПО 01-2*36-012,светодиодная,36,14,365,
,1,2,LED-T18,светодиодная,18,14,365,
,1,2,ЛПО 01-2*36-012,светодиодная,36,14,365,
,1,2,LED-T18,светодиодная,18,14,365,
,1,2,ЛПО 01-2*36-012,светодиодная,36,14,365,
,2,2,ЛПО 01-2*36-012,светодиодная,36,14,365,
,2,2,ЛПО 01-2*36-012,светодиодная,36,14,365,
,30,1,ЛПО 01-2*36-012,светодиодная,20,7,365,
,3,1,ЛПО 01-2*36-012,светодиодная,20,2,365,
,20,1,НПБ 03-60-003,светодиодная,11,1,247,
,,,,,,,,
,36,7,247,3458,ЛПО 01-2*36-012,115,308072,2678.886956521739
,36,14,365,71540,ДPO-04-600IP20-2XT8-G13,24,47544,1981
,36,10,365,138700,СПО1*7,95,162474,1710.2526315789473
,36,3,247,5928,,,,
,36,7,247,3458,,,,
,36,10,365,3650,,,,
,40,10,365,32850,,,,
,40,2,365,3650,,,,
,40,8,247,1976,,,,
,36,8,247,1976,,,,
,36,1,365,1095,,,,
,36,7,247,3458,,,,
,36,1,365,365,,,,
,36,1,247,494,,,,
,40,3,247,7410,,,,
,1,1,СПО 1*7,энергосберегающая,11,14,365,
,1,1,СПО 1*7,энергосберегающая,11,6,365,
,2,2,СПО 1*7,светодиодная,36,7,247,
,1,1,СПО 1*7,светодиодная,36,14,365,
,1,1,СПО 1*7,светодиодная,36,24,365,
,2,4,"люстра, бра",энергосберегающая,11,14,365,
,1,1,СПО 1*7,энергосберегающая,11,6,365,
,1,1,СПО 1*7,энергосберегающая,11,4,365,
,1,3,люстра,энергосберегающая,11,14,365,По необходимости
,1,1,СПО 1*7,энергосберегающая,11,2,365,
,1,1,СПО 1*7,энергосберегающая,11,1,365,
,2,4,"люстра, бра",энергосберегающая,11,10,365,
,2,4,"люстра, бра",энергосберегающая,11,10,365,
,1,1,СПО 1*7,светодиодная,36,7,247,
,1,1,СПО 1*7,энергосберегающая,11,4,365,
,       36Вт,7,365,15330,       36Вт,7.0,17885.0,2555.0
,   36Вт,7,365,38325,      72Вт,90.0,297110.0,3301.222222222222
,      72Вт,10,365,10950,,,,
,       36Вт,7,365,2555,,,,
,       18 Вт,7,365,5110,,,,
,      72Вт,8,365,5840,,,,
,      72Вт,5,365,5475,,,,
,36 Вт,5,365,1825,,,,
,36 Вт,5,365,3650,,,,
,      72Вт,5,365,3650,,,,
,36 Вт,5,365,1825,,,,
,      72Вт,7,365,5110,,,,
,      72Вт,10,365,43800,,,,
,36 Вт,10,365,18250,,,,
,      72Вт,7,365,7665,,,,
,36 Вт,5,365,1825,,,,
,72 Вт,8,365,11680,,,,
,       18 Вт,5,365,5475,,,,
,72Вт,10,365,7300,,,,
,36 Вт,10,365,3650,,,,
,      72Вт,10,365,10950,,,,
,      72Вт,10,365,10950,,,,
,      72Вт,10,365,7300,,,,
,72 Вт,10,365,7300,,,,
,72 Вт,8,365,11680,,,,
,36 Вт,8,365,8760,,,,
,36 Вт,5,365,5475,,,,
,       36 Вт,10,365,54750,,,,
,       36 Вт,8,365,23360,,,,
,       36 Вт,5,365,1825,,,,
,       36 Вт,8,365,14600,,,,
,36Вт,8,365,2920,,,,
,      72Вт,8,365,17520,,,,
,      72Вт,8,365,5840,,,,
,36 Вт,8,365,8760,,,,
,      72Вт,10,365,10950,,,,
,      72Вт,10,365,10950,,,,
,      72Вт,10,365,10950,,,,
,      72Вт,10,365,10950,,,,
,      72Вт,10,365,10950,,,,
,      72Вт,10,365,10950,,,,
,      72Вт,10,365,10950,,,,
,      72Вт,10,365,10950,,,,
,      72Вт,10,365,10950,,,,
,      72Вт,10,365,7300,,,,
,      72Вт,10,365,3650,,,,
,36 Вт,,365,0,,,,
,      72Вт,10,365,7300,,,,
,      18 Вт,8,365,8760,,,,
,       18 Вт,8,365,8760,,,,
,       18 Вт,8,365,8760,,,,
,      72Вт,10,365,7300,,,,
,      72Вт,8,365,14600,,,,
,      72Вт,8,365,23360,,,,
,36 Вт,8,365,23360,,,,
,11 Вт,8,275,11000,,,,
,365,464280,ЛПО 2*36ЛБ-40,ЛПО 2*36ЛБ-40,ЛПО 2*36ЛБ-40,450.0,1641652.0,3648.1155555555556
,365,135780,ЛПО2*18ЛБ-20,ЛПО2*18ЛБ-20,ЛПО2*18ЛБ-20,31.0,135780.0,4380.0
,365,118260,лампасветодиодная,лампасветодиодная,ARS/S 4*18ЛБ-20,270.0,925372.0,3427.303703703704
,365,648240,ARS/S 4*18ЛБ-20,ARS/S 4*18ЛБ-20,лампасветодиодная,153.0,559556.0,3657.2287581699347
,365,201480,ЛПО 2*36ЛБ-40,ЛПО 2*36ЛБ-40,,,,
,365,337260,лампасветодиодная,лампасветодиодная,,,,
,365,319740,ЛПО 2*36ЛБ-40,ЛПО 2*36ЛБ-40,,,,
,247,90896,лампасветодиодная,лампасветодиодная,,,,
,247,211432,ARS/S 4*18ЛБ-20,ARS/S 4*18ЛБ-20,,,,
,247,252928,ЛПО 2*36ЛБ-40,ЛПО 2*36ЛБ-40,,,,
,247,17784,ЛПО 2*36ЛБ-40,ЛПО 2*36ЛБ-40,,,,
,365,21900,ARS/S 4*18ЛБ-20,ARS/S 4*18ЛБ-20,,,,
,365,144540,ЛПО 2*36ЛБ-40,ЛПО 2*36ЛБ-40,,,,
,365,13140,лампасветодиодная,лампасветодиодная,,,,
,365,43800,ARS/S 4*18ЛБ-20,ARS/S 4*18ЛБ-20,,,,
,3,2,LED-T18,светодиодная,18,7,247,
,1,2,ЛСП 2*36,светодиодная,36,7,247,
,9,2,ЛСП 2*36,светодиодная,36,14,365,
,3,2,ЛСП 2*36,светодиодная,36,14,365,
,12,1,НПБ 03-60-003,светодиодная,60,4,365,
,3,12,Армстронг квадрат 60*60,светодиодная,36,4,365,
,1,2,LED-T18,светодиодная,18,7,247,
,2,2,ЛСП 2*18,светодиодная,36,12,365,
,4,2,ЛПО 01-2*18-012,светодиодная,36,12,365,
,2,1,НПБ 03-60-003,светодиодная,60,2,365,
,2,2,LED-T18,светодиодная,18,7,365,
,1,2,ЛСП 2*36,светодиодная,36,7,365,
,2,2,ЛСП 2*36,светодиодная,36,7,365,
,1,2,LED-T18,светодиодная,18,7,365,
,1,2,ЛСП 2*36,светодиодная,36,4,365,
,1,2,ЛСП 2*36,светодиодная,36,4,247,
,1,2,LED-T18,светодиодная,18,7,247,
,1,2,ЛСП 2*36,светодиодная,36,7,247,
,2,2,ЛСП 2*36,светодиодная,36,7,247,
,1,2,LED-T18,светодиодная,18,8,247,
,1,2,ЛСП 2*36,светодиодная,36,7,365,
,3,2,OPL/S 236,светодиодная,36,4,365,
,4,2,LED-T18,светодиодная,18,7,365,
,1,1,СПБ 2Д,светодиодная,20,14,365,
,6,2,ЛСП 2*18,светодиодная,36,14,365,
,1,2,LED-T18,светодиодная,18,1,247,
,1,2,LED-T18,светодиодная,18,7,247,
,1,2,OPL/S 236,светодиодная,36,7,247,
,1,2,LED-T18,светодиодная,18,1,247,
,1,2,ЛСП 2*36,светодиодная,36,7,365,
,2,2,ЛСП 2*18,светодиодная,36,7,247,
,2,2,ЛСП 2*36,светодиодная,36,7,365,
,5,2,LED-T18,светодиодная,18,10,365,
,2,2,ЛСП 2*36,светодиодная,36,10,365,
,8,2,LED-T18,светодиодная,18,14,365,
,4,2,LED-T18,светодиодная,18,14,365,
,2,2,ЛСП 2*36,светодиодная,36,14,365,
,3,2,LED-T18,светодиодная,18,7,365,
,1,2,ЛСП 2*36,светодиодная,36,7,365,
,1,2,LED-T18,светодиодная,18,2,247,
,1,2,ЛСП 2*36,светодиодная,36,2,247,
,1,2,ЛСП 2*36,светодиодная,36,2,247,
,1,2,ЛПО 01-2*36-012,светодиодная,36,14,365,
,2,2,LED-T18,светодиодная,18,14,365,
,1,2,LED-T18,светодиодная,18,14,365,
,1,2,ЛПО 01-2*36-012,светодиодная,36,14,365,
,2,2,ЛПО 01-2*36-012,светодиодная,36,14,365,
,1,2,LED-T18,светодиодная,18,14,365,
,1,2,ЛПО 01-2*36-012,светодиодная,36,14,365,
,2,2,LED-T18,светодиодная,18,14,365,
,2,2,ЛПО 01-2*36-012,светодиодная,36,14,365,
,2,2,ЛПО 01-2*36-012,светодиодная,36,14,365,
,2,2,ЛПО 01-2*36-012,светодиодная,36,14,365,
,1,2,LED-T18,светодиодная,18,14,365,
,1,2,ЛПО 01-2*36-012,светодиодная,36,14,365,
,1,2,ЛПО 01-2*36-012,светодиодная,36,14,365,
,1,2,ЛПО 01-2*36-012,светодиодная,36,14,365,
,2,2,ЛПО 01-2*36-012,светодиодная,36,14,365,
,2,2,ЛПО 01-2*36-012,светодиодная,36,14,365,
,2,2,ЛПО 01-2*36-012,светодиодная,36,14,365,
,2,2,ЛПО 01-2*36-012,светодиодная,36,14,365,
,1,2,LED-T18,светодиодная,18,14,365,
,1,2,ЛПО 01-2*36-012,светодиодная,36,14,365,
,1,2,LED-T18,светодиодная,18,14,365,
,1,2,ЛПО 01-2*36-012,светодиодная,36,14,365,
,2,2,ЛПО 01-2*36-012,светодиодная,36,14,365,
,2,2,ЛПО 01-2*36-012,светодиодная,36,14,365,
,30,1,ЛПО 01-2*36-012,светодиодная,20,7,365,
,3,1,ЛПО 01-2*36-012,светодиодная,20,2,365,
,20,1,НПБ 03-60-003,светодиодная,11,1,247,
,,,,,,,,
,36,7,247,3458,ЛПО 01-2*36-012,86,184444,2144.6976744186045
,36,14,365,66430,ДPO-04-600IP20-2XT8-G13,40,67062,1676.55
,36,14,365,,,,,
,36,10,365,105850,СПО1*7,95,162474,1710.2526315789473
,36,10,365,,,,,
,36,3,247,5928,,,,
,36,7,247,3458,,,,
,36,10,365,3650,,,,
,40,10,365,32850,,,,
,40,2,247,2470,,,,
,40,8,247,1976,,,,
,36,8,247,1976,,,,
,36,1,365,1095,,,,
,36,7,247,3458,,,,
,36,1,365,365,,,,
,36,7,247,3458,ЛПО 01-2*36-012,115,308072,2678.886956521739
,36,14,365,71540,ДPO-04-600IP20-2XT8-G13,24,47544,1981
,36,10,365,138700,СПО1*7,95,162474,1710.2526315789473
,36,3,247,5928,,,,
,36,7,247,3458,,,,
,36,10,365,3650,,,,
,40,10,365,32850,,,,
,40,2,365,3650,,,,
,40,8,247,1976,,,,
,36,8,247,1976,,,,
,36,1,365,1095,,,,
,36,7,247,3458,,,,
,36,1,365,365,,,,
,36,1,247,494,,,,
,40,3,247,7410,,,,
,1,1,СПО 1*7,энергосберегающая,11,14,365,
,1,1,СПО 1*7,энергосберегающая,11,6,365,
,2,2,СПО 1*7,светодиодная,36,7,247,
,1,1,СПО 1*7,светодиодная,36,14,365,
,1,1,СПО 1*7,светодиодная,36,24,365,
,2,4,"люстра, бра",энергосберегающая,11,14,365,
,1,1,СПО 1*7,энергосберегающая,11,6,365,
,1,1,СПО 1*7,энергосберегающая,11,4,365,
,1,3,люстра,энергосберегающая,11,14,365,По необходимости
,1,1,СПО 1*7,энергосберегающая,11,2,365,
,1,1,СПО 1*7,энергосберегающая,11,1,365,
,2,4,"люстра, бра",энергосберегающая,11,10,365,
,2,4,"люстра, бра",энергосберегающая,11,10,365,
,1,1,СПО 1*7,светодиодная,36,7,247,
,1,1,СПО 1*7,энергосберегающая,11,4,365,
,       36Вт,7,365,15330,       36Вт,7.0,17885.0,2555.0
,   36Вт,7,365,38325,      72Вт,90.0,297110.0,3301.222222222222
,      72Вт,10,365,10950,,,,
,       36Вт,7,365,2555,,,,
,       18 Вт,7,365,5110,,,,
,      72Вт,8,365,5840,,,,
,      72Вт,5,365,5475,,,,
,36 Вт,5,365,1825,,,,
,36 Вт,5,365,3650,,,,
,      72Вт,5,365,3650,,,,
,36 Вт,5,365,1825,,,,
,      72Вт,7,365,5110,,,,
,      72Вт,10,365,43800,,,,
,36 Вт,10,365,18250,,,,
,      72Вт,7,365,7665,,,,
,36 Вт,5,365,1825,,,,
,72 Вт,8,365,11680,,,,
,       18 Вт,5,365,5475,,,,
,72Вт,10,365,7300,,,,
,36 Вт,10,365,3650,,,,
,      72Вт,10,365,10950,,,,
,      72Вт,10,365,10950,,,,
,      72Вт,10,365,7300,,,,
,72 Вт,10,365,7300,,,,
,72 Вт,8,365,11680,,,,
,36 Вт,8,365,8760,,,,
,36 Вт,5,365,5475,,,,
,       36 Вт,10,365,54750,,,,
,       36 Вт,8,365,23360,,,,
,       36 Вт,5,365,1825,,,,
,       36 Вт,8,365,14600,,,,
,36Вт,8,365,2920,,,,
,      72Вт,8,365,17520,,,,
,      72Вт,8,365,5840,,,,
,36 Вт,8,365,8760,,,,
,      72Вт,10,365,10950,,,,
,      72Вт,10,365,10950,,,,
,      72Вт,10,365,10950,,,,
,      72Вт,10,365,10950,,,,
,      72Вт,10,365,10950,,,,
,      72Вт,10,365,10950,,,,
,      72Вт,10,365,10950,,,,
,      72Вт,10,365,10950,,,,
,      72Вт,10,365,10950,,,,
,      72Вт,10,365,7300,,,,
,      72Вт,10,365,3650,,,,
,36 Вт,,365,0,,,,
,      72Вт,10,365,7300,,,,
,      18 Вт,8,365,8760,,,,
,       18 Вт,8,365,8760,,,,
,       18 Вт,8,365,8760,,,,
,      72Вт,10,365,7300,,,,
,      72Вт,8,365,14600,,,,
,      72Вт,8,365,23360,,,,
,36 Вт,8,365,23360,,,,
,11 Вт,8,275,11000,,,,
,365,464280,ЛПО 2*36ЛБ-40,ЛПО 2*36ЛБ-40,ЛПО 2*36ЛБ-40,450.0,1641652.0,3648.1155555555556
,365,135780,ЛПО2*18ЛБ-20,ЛПО2*18ЛБ-20,ЛПО2*18ЛБ-20,31.0,135780.0,4380.0
,365,118260,лампасветодиодная,лампасветодиодная,ARS/S 4*18ЛБ-20,270.0,925372.0,3427.303703703704
,365,648240,ARS/S 4*18ЛБ-20,ARS/S 4*18ЛБ-20,лампасветодиодная,153.0,559556.0,3657.2287581699347
,365,201480,ЛПО 2*36ЛБ-40,ЛПО 2*36ЛБ-40,,,,
,365,337260,лампасветодиодная,лампасветодиодная,,,,
,365,319740,ЛПО 2*36ЛБ-40,ЛПО 2*36ЛБ-40,,,,
,247,90896,лампасветодиодная,лампасветодиодная,,,,
,247,211432,ARS/S 4*18ЛБ-20,ARS/S 4*18ЛБ-20,,,,
,247,252928,ЛПО 2*36ЛБ-40,ЛПО 2*36ЛБ-40,,,,
,247,17784,ЛПО 2*36ЛБ-40,ЛПО 2*36ЛБ-40,,,,
,365,21900,ARS/S 4*18ЛБ-20,ARS/S 4*18ЛБ-20,,,,
,365,144540,ЛПО 2*36ЛБ-40,ЛПО 2*36ЛБ-40,,,,
,365,13140,лампасветодиодная,лампасветодиодная,,,,
,365,43800,ARS/S 4*18ЛБ-20,ARS/S 4*18ЛБ-20,,,,
,4,4,светильник светодиодный ДВО 6560-Р (арт. LDV02-6560-36-6500-U-K01),светодиодные линейки,36,8,248,нет
,4,4,светильник светодиодный ДВО 6560-Р (арт. LDV02-6560-36-6500-U-K01),светодиодные линейки,36,8,248,нет
,6,4,светильник светодиодный ДВО 6560-Р (арт. LDV02-6560-36-6500-U-K01),светодиодные линейки,36,8,248,нет
,9,4,светильник светодиодный ДВО 6560-Р (арт. LDV02-6560-36-6500-U-K01),светодиодные линейки,36,8,248,нет
,4,4,светильник светодиодный ДВО 6560-Р (арт. LDV02-6560-36-6500-U-K01),светодиодные линейки,36,8,248,нет
,4,4,светильник светодиодный ДВО 6560-Р (арт. LDV02-6560-36-6500-U-K01),светодиодные линейки,36,8,248,нет
,4,4,светильник светодиодный ДВО 6560-Р (арт. LDV02-6560-36-6500-U-K01),светодиодные линейки,36,8,248,нет
,4,4,светильник светодиодный ДВО 6560-Р (арт. LDV02-6560-36-6500-U-K01),светодиодные линейки,36,8,248,нет
,4,4,светильник светодиодный ДВО 6560-Р (арт. LDV02-6560-36-6500-U-K01),светодиодные линейки,36,8,248,нет
,6,4,"""Эра"" модель SPO-6, артикул SPO-6-36-6K-P",светодиодная лента,36,8,248,нет
,6,4,"""Эра"" модель SPO-6, артикул SPO-6-36-6K-P",светодиодная  лента,36,8,248,нет
,8,4,"Эра модель SPO-6, артикул SPO-6-36-6K-P",светодиодная лента,36,8,248,нет
,8,4,"""Эра"" модель SPO-6, артикул SPO-6-36-6K-P",светодиодная  лента,36,8,248,нет
,4,4,"""Эра""модель SPO-6,артикул SPO-36-6К-Р",светодиодная  лента,36,8,248,нет
,2,4,"""Эра""модель SPO-6,артикул SPO-36-6К-Р",светодиодная лента,36,6,248,нет
,9,4,светильник люминесцентный G13,люминесцентная  лампа,72,1,248,да
,4,4,"""Эра"" модель SPO-6, артикул SPO-6-36-6K-P",светодиодная лента,36,8,248,нет
,2,1,лампочка PLED-SP R50 7W 5000K E14 230/50,светодиодная ,14,8,248,нет
,1,1,лампочка PLED-SP R50 7W 5000K E14 230/50,светодиодная,7,8,248,нет
,1,1,лампочка PLED-SP R50 7W 5000K E14 230/50,светодиодная ,7,1,248,нет
,1,1,лампочка PLED-SP R50 7W 5000K E14 230/50,светодиодная,11,1,248,нет
,5,1,лампочка PLED-SP R50 7W 5000K E14 230/50,светодиодная ,35,8,248,нет
,4,4,светильник люминесцентный G13,люминесцентная двухцокольная,72,8,248,да
,4,4,светильник люминесцентный G13,люминесцентная двухцокольная,72,8,248,да
,5,4,светильник люминесцентный G13,люминесцентная двухцокольная,72,8,248,да
